749,1
754,1
756,3
768,2
769,1
783,1
784,5
788,1
798,1
800,8
810,6
812,1
836,2
837,1
839,2
840,7
841,11
842,2
843,4
858,1
859,1
864,1
867,1
870,1
876,1
877,1
882,4
889,1
890,1
896,1
898,1
899,1
900,10
901,1
902,1
909,1
930,1
945,1
960,2
961,7
962,1
963,1
966,1
968,1
972,1
980,1
985,1
990,1
991,1
992,1
997,1
999,1
1000,11
1001,4
1008,2
1009,1
1010,1
1018,1
1020,2
1021,1
1022,1
1023,2
1024,14
1026,1
1027,1
1029,1
1030,7
1031,11
1050,1
1056,1
1066,1
1071,1
1080,1
1089,2
1104,1
1111,1
1122,2
1123,1
1149,2
1150,1
1151,1
1152,6
1156,3
1160,1
1170,2
1176,1
1190,2
1216,1
1225,3
1236,3
1250,2
1252,2
1260,1
1280,3
1286,1
1296,4
1304,2
1318,2
1320,2
1327,1
1331,8
1332,3
1351,1
1352,1
1364,5
1369,2
1392,1
1406,1
1430,2
1433,1
1440,1
1444,2
1446,2
1447,1
1451,1
1458,4
1461,2
1476,1
1482,1
1520,1
1521,2
1536,4
1560,2
1568,2
1596,1
1599,1
1600,3
1606,1
1640,1
1670,1
1690,1
1697,1
1704,1
1708,1
1716,2
1718,3
1728,5
1729,5
1738,1
1752,1
1761,1
1764,1
1799,2
1800,2
1820,1
1826,1
1852,1
1901,1
1921,1
1926,1
1928,1
1944,1
1950,2
1960,1
1981,1
2002,1
2015,1
2025,2
2037,1
2040,1
2042,1
2048,3
2062,1
2076,1
2100,1
2105,1
2113,1
2127,1
2177,1
2184,1
2186,1
2206,1
2207,2
2210,2
2211,1
2304,2
2328,2
2329,1
2337,1
2401,3
2411,1
2430,1
2448,1
2468,2
2472,2
2496,1
2519,2
2520,4
2522,1
2523,3
2574,1
2594,1
2640,2
2646,1
2659,1
2662,2
2684,1
2730,1
2747,1
2868,1
3018,2
3025,2
3027,1
3056,2
3125,8
3152,1
3196,1
3272,1
3330,2
3360,1
3362,1
3376,1
3403,2
3404,1
3456,1
3549,1
3571,4
3588,1
3597,1
3600,2
3623,1
3688,1
3772,2
3781,2
3810,2
3849,3
3900,2
3983,2
3991,7
4072,1
4080,1
4096,16
4102,2
4112,1
4156,1
4164,1
4356,1
4394,2
4399,1
4480,1
4607,1
4621,1
4641,2
4684,1
4801,2
4860,3
4913,1
4950,1
4956,1
4957,1
4999,1
5031,1
5035,1
5037,2
5038,3
5040,4
5041,1
5201,1
5291,1
5614,4
5618,1
5760,1
5766,1
5768,1
5777,1
5778,2
5892,1
5967,1
5985,1
6040,1
6046,1
6048,2
6049,1
6084,1
6100,1
6144,2
6490,2
6561,1
6643,1
6724,1
6847,1
7007,1
7142,2
7200,1
7260,1
7442,1
7598,1
7601,1
7776,1
7780,1
7901,1
7960,1
8000,5
8040,1
8190,1
8192,1
8274,1
8579,1
8619,1
8736,1
8840,1
9100,1
9332,1
9349,3
9434,1
9605,1
9612,1
9801,1
9973,1
9977,1
9990,2
9999,1
10000,6
10001,1
10007,1
10051,123
10081,1
10099,1
10100,2
10234,1
10248,1
10404,1
10405,2
10657,1
11700,2
11702,1
12166,2
12167,3
12169,1
12300,1
12799,1
13068,1
13121,1
13447,1
13612,1
13716,1
13790,1
14217,2
14632,1
14633,1
14641,1
14763,1
15126,1
15127,2
15137,1
15346,1
15621,1
15625,2
15684,1
15752,1
15754,1
15910,1
16384,4
16387,1
16471,1
16540,1
16665,1
16807,1
17152,1
17157,1
18480,1
18522,4
18564,1
18622,1
18742,1
19008,1
19603,1
19683,4
19691,1
19693,1
20000,1
20639,2
20735,1
20987,1
21000,1
21460,1
22150,1
22801,1
22804,1
23537,1
24335,2
24719,1
24993,1
25676,1
25691,1
25795,2
26218,2
27114,1
27720,1
27723,1
27974,1
28799,1
29767,1
30221,1
30996,1
31250,2
32400,2
32741,1
32760,1
32764,1
32768,8
33113,1
33272,1
33505,1
36234,3
37965,1
38572,1
38723,1
38725,1
38759,1
40244,1
40320,6
43071,1
43690,1
43866,1
45601,1
45807,1
46064,1
46078,1
46079,1
46080,1
46656,2
48736,1
48771,1
48883,1
49611,1
50250,1
50851,1
52547,1
52910,1
52975,1
53000,1
53089,1
53641,1
53735,2
53737,2
54844,3
55269,2
55580,1
55990,1
56326,1
57600,2
59049,1
59779,1
59893,1
60144,1
60557,1
62208,1
62209,1
62724,1
63459,2
64000,1
65043,1
65536,2
65600,1
65791,1
66249,1
66795,1
69010,1
70993,1
71055,2
71061,1
71271,1
71791,1
71792,1
72649,1
73359,2
73869,1
74279,2
74331,1
74400,3
77025,1
77617,1
77850,2
77858,2
77868,2
77973,3
78020,1
78125,1
79201,1
79291,1
79547,1
79559,2
79644,1
80578,3
80579,1
80801,1
80883,1
81200,1
81714,1
84128,1
84968,1
85002,1
85060,3
86400,1
87172,1
88580,5
91000,1
91521,1
92405,2
93505,2
97333,1
98021,1
98080,1
98736,2
99156,1
99926,3
100000,5
100196,1
101001,1
102677,1
102679,1
104521,1
106549,1
106567,1
106846,1
107760,1
109522,1
111110,1
111111,2
112873,1
114986,3
115567,4
116717,1
116820,1
119071,1
120097,1
122197,1
124087,1
127546,2
128217,1
130568,1
131040,1
131067,1
131069,1
131406,1
134482,1
134816,10
137319,3
137842,2
138150,1
138710,1
141523,1
142857,4
142858,2
143182,1
143188,1
145608,2
147596,1
153180,1
153990,1
155464,1
156845,1
157105,2
157114,1
157115,1
157734,1
157797,1
158894,1
159221,1
160378,2
160664,1
160742,1
160745,1
161051,1
161411,1
162378,1
162630,2
166250,1
171588,3
171983,1
175395,1
183136,3
183979,5
184044,4
184747,1
185708,1
186421,1
188295,2
188434,1
189479,1
191107,10
191110,2
195176,2
195179,2
195508,3
196572,1
200408,1
208086,1
208176,1
210675,1
210677,1
210728,1
215885,1
218295,1
224880,2
225215,1
230584,1
231151,1
232059,1
232882,1
234957,1
236428,1
244049,25
244754,1
248832,1
249961,1
250128,1
250570,1
253470,1
253515,2
257953,1
258065,1
259625,1
262144,24
262146,2
262148,2
262149,5
262156,1
263195,1
263514,1
266252,1
266300,1
270681,1
271342,1
276240,1
276862,1
276864,3
276865,1
278484,2
279841,1
280050,1
282153,3
282532,2
284675,1
285097,1
285679,1
293407,3
295890,1
296135,1
297754,2
298019,1
299283,1
299285,1
301657,2
301685,1
311801,1
312143,1
313117,1
313729,1
314194,1
316357,1
319433,1
332940,1
352836,1
360000,1
362880,40
362881,1
362886,1
373503,1
384240,1
387199,1
390727,1
392499,1
453060,1
453061,2
458340,1
500001,1
519420,1
524288,1
531441,6
538084,1
612180,1
708964,1
728820,1
729000,4
729180,1
762751,1
811801,1
813604,1
823543,1
840700,1
842401,1
887018,1
925444,1
982945,1
1000000,2
1008990,1
1010099,1
1048580,1
1052688,3
1343760,1
1345599,1
1353943,1
1679616,4
1679624,1
1727760,1
1728000,8
1728001,1
1728240,1
1786324,1
2130424,1
2480911,1
2515920,1
2890001,2
2985984,1
3006865,1
3395619,1
3628798,1
3628800,3
3661529,1
4194332,1
4842748,1
4855534,1
5764801,1
6468330,1
6988080,1
6988081,1
7523267,1
7568145,1
7629217,1
8388585,1
8388607,2
8388608,1
8983920,1
8984250,6
8984580,1
9454129,1
9979199,1
10000000,3
10101001,1
11184810,4
11441476,1
12345679,3
12873744,1
16777216,1
16777222,1
16777500,1
16780890,1
16843008,1
17968487,1
17968504,1
31457279,1
31457280,1
33555002,1
43046721,2
100000000,2
222222012,1
222222222,1
226060880,2
239500805,1
387420489,1
405064233,2
479001600,1
479001607,1
958003200,1
1000000000,1
1073741824,43
1073741829,1
2964802500,1
4294967296,2
4294967343,1
10000000000,2
10000000001,1
120259084286,32
120259084288,103
228321354310,2
240518168574,1
377801998336,2
13168189440000,1
48833262086400,1
281474976710653,1
281474976710656,29
1125899906842624,1
100000000000000000,1
